carat,cut,color,clarity,depth,table,price,x,y,z
0.31,Premium,4,VS,61.5,56.0,802,4.41,4.34,2.69
0.84,Premium,5,VS,59.7,59.0,4318,6.16,6.13,3.67
0.5,Premium,6,SI,61.3,60.0,1279,5.15,5.1,3.14
1.51,Premium,1,VVS,61.1,60.0,10817,7.36,7.33,4.49
0.37,Premium,4,SI,62.4,59.0,791,4.6,4.56,2.86
0.9,Premium,4,SI,61.5,59.0,3704,6.23,6.2,3.82
0.84,Premium,4,VVS,60.4,62.0,4243,6.15,6.1,3.7
0.92,Premium,2,SI,59.0,59.0,3709,6.36,6.31,3.74
0.32,Premium,3,VS,62.3,58.0,720,4.41,4.36,2.73
0.31,Premium,3,VS,62.4,59.0,698,4.38,4.34,2.72
1.5,Premium,1,SI,62.2,61.0,7056,7.24,7.19,4.49
1.52,Premium,2,VS,61.1,59.0,11066,7.45,7.38,4.53
0.32,Premium,4,VS,59.7,59.0,645,4.41,4.44,2.64
1.21,Premium,1,VS,61.9,58.0,5739,6.76,6.81,4.2
1.53,Premium,1,VS,62.0,58.0,10013,7.36,7.41,4.58
0.33,Premium,2,VS,62.4,60.0,540,4.39,4.42,2.75
1.2,Premium,1,SI,62.6,59.0,5712,6.85,6.79,4.27
0.32,Premium,5,VS,61.2,59.0,900,4.43,4.4,2.7
1.21,Premium,0,VS,59.9,59.0,4841,6.92,6.86,4.13
0.72,Premium,5,VS,60.4,59.0,2626,5.74,5.78,3.48
2.01,Premium,1,SI,60.5,58.0,12829,8.2,8.06,4.92
0.44,Premium,6,SI,62.9,58.0,1089,4.85,4.82,3.04
0.51,Premium,3,SI,60.9,58.0,1281,5.21,5.14,3.15
0.71,Premium,2,SI,62.4,59.0,2112,5.65,5.6,3.51
0.5,Premium,5,VS,60.7,59.0,1581,5.11,5.13,3.11
1.5,Premium,4,VS,60.3,58.0,14486,7.47,7.39,4.48
0.59,Premium,4,SI,61.9,61.0,1319,5.38,5.33,3.31
1.77,Premium,3,SI,62.7,59.0,9664,7.67,7.66,4.8
0.7,Premium,3,SI,61.2,60.0,2042,5.7,5.74,3.5
1.01,Premium,1,SI,61.8,59.0,4166,6.37,6.44,3.96
0.7,Premium,4,SI,59.6,60.0,2139,5.77,5.71,3.42
2.05,Premium,1,VS,60.6,60.0,17640,8.21,8.18,4.97
0.73,Premium,3,SI,60.8,58.0,2163,5.82,5.85,3.55
0.76,Premium,4,SI,60.3,58.0,2607,5.91,5.96,3.58
0.55,Premium,4,SI,60.1,58.0,1374,5.34,5.3,3.2
1.2,Premium,6,VS,61.6,60.0,8693,6.78,6.72,4.16
1.03,Premium,4,SI,60.9,61.0,5087,6.54,6.5,3.97
0.5,Premium,6,SI,62.8,58.0,1610,5.06,5.03,3.17
0.33,Premium,3,VS,61.1,59.0,743,4.47,4.43,2.72
1.4,Premium,3,SI,62.5,58.0,8511,7.12,7.06,4.43
0.38,Premium,2,VS,63.0,56.0,898,4.61,4.57,2.89
0.43,Premium,4,VVS,60.3,58.0,1358,4.88,4.91,2.95
1.51,Premium,2,VS,62.3,59.0,11540,7.32,7.28,4.55
1.21,Premium,3,VS,62.7,58.0,8774,6.85,6.76,4.27
1.05,Premium,2,I1,62.0,59.0,2881,6.5,6.47,4.02
1.0,Premium,4,VS,59.0,59.0,7072,6.54,6.51,3.85
0.76,Premium,6,SI,61.1,59.0,2847,5.93,5.88,3.61
0.54,Premium,4,VS,58.9,59.0,1667,5.37,5.32,3.15
1.53,Premium,3,VVS,62.5,60.0,15505,7.34,7.31,4.58
1.51,Premium,1,SI,62.2,60.0,8794,7.3,7.23,4.52
1.14,Premium,3,VS,61.9,58.0,6256,6.72,6.68,4.15
1.5,Premium,3,VS,62.9,54.0,12308,7.31,7.26,4.58
1.01,Premium,2,VS,61.2,61.0,5294,6.44,6.41,3.93
1.7,Premium,1,VS,62.7,58.0,10662,7.57,7.52,4.73
2.03,Premium,6,SI,61.7,58.0,13229,8.14,8.1,5.01
2.01,Premium,0,SI,59.3,62.0,12369,8.2,8.15,4.85
0.5,Premium,5,VS,62.9,60.0,1676,5.1,5.07,3.2
1.03,Premium,2,SI,62.4,58.0,4274,6.5,6.42,4.03
0.44,Premium,3,SI,61.9,58.0,990,4.87,4.83,3.0
1.01,Premium,3,SI,62.3,60.0,4395,6.31,6.25,3.91
1.01,Premium,6,SI,62.7,58.0,4909,6.38,6.34,3.99
1.0,Premium,3,VS,60.8,60.0,5322,6.39,6.33,3.87
0.36,Premium,4,VS,60.5,59.0,932,4.64,4.61,2.8
0.7,Premium,4,VS,60.2,59.0,2657,5.78,5.74,3.47
0.83,Premium,0,SI,59.1,60.0,2241,6.13,6.12,3.62
0.34,Premium,3,SI,59.7,59.0,507,4.5,4.54,2.7
0.8,Premium,5,VVS,62.9,59.0,4229,5.95,5.88,3.72
0.54,Premium,3,VS,58.7,62.0,1637,5.36,5.34,3.14
0.32,Premium,3,SI,62.5,58.0,612,4.43,4.4,2.76
1.14,Premium,4,VVS,59.4,59.0,11549,6.87,6.8,4.06
0.55,Premium,3,SI,61.3,59.0,1316,5.23,5.28,3.22
1.01,Premium,4,SI,62.2,59.0,5345,6.41,6.36,3.97
1.51,Premium,3,VS,61.1,58.0,13293,7.38,7.36,4.5
0.32,Premium,6,VS,60.5,59.0,1030,4.49,4.45,2.7
1.37,Premium,5,SI,61.0,57.0,6751,7.25,7.19,4.4
1.24,Premium,4,VS,62.4,60.0,9513,6.83,6.8,4.25
0.8,Premium,6,SI,59.4,55.0,3226,6.06,6.02,3.59
1.12,Premium,4,VVS,62.4,59.0,10211,6.66,6.58,4.13
1.2,Premium,3,VS,60.2,60.0,8596,7.0,6.91,4.19
0.43,Premium,5,SI,61.0,60.0,903,4.94,4.87,2.99
0.51,Premium,3,SI,58.6,59.0,1026,5.3,5.25,3.09
0.52,Premium,5,VS,61.6,58.0,1793,5.18,5.14,3.18
1.13,Premium,3,VVS,59.3,59.0,8709,6.79,6.87,4.05
1.01,Premium,3,SI,61.9,60.0,4525,6.37,6.33,3.93
1.3,Premium,2,VS,61.5,58.0,7855,6.98,6.96,4.29
1.57,Premium,2,VVS,62.1,56.0,12098,7.47,7.43,4.63
0.3,Premium,0,VS,61.2,61.0,506,4.33,4.3,2.64
1.01,Premium,2,VS,62.4,58.0,4769,6.42,6.36,3.99
0.42,Premium,4,VVS,59.6,59.0,1142,4.83,4.86,2.89
0.43,Premium,6,VVS,59.5,59.0,1238,4.97,4.95,2.95
0.9,Premium,4,SI,59.9,59.0,4232,6.26,6.29,3.76
0.33,Premium,2,VVS,61.6,58.0,854,4.45,4.42,2.73
0.74,Premium,4,SI,62.7,59.0,2553,5.78,5.73,3.61
2.01,Premium,2,SI,61.1,60.0,17849,8.15,8.11,4.97
0.38,Premium,2,VS,60.9,60.0,898,4.67,4.62,2.83
0.34,Premium,6,SI,62.4,58.0,626,4.42,4.46,2.77
0.5,Premium,2,VS,62.7,59.0,1253,5.03,4.98,3.14
0.9,Premium,3,VS,61.7,57.0,4637,6.21,6.11,3.8
0.45,Premium,5,VS,60.8,60.0,1282,4.94,4.9,2.99
0.24,Premium,1,VS,62.5,57.0,355,3.97,3.94,2.47
0.9,Premium,2,SI,62.0,55.0,3377,6.21,6.17,3.84
0.5,Premium,3,VS,60.7,60.0,1746,5.12,5.09,3.1
0.52,Premium,3,SI,62.5,59.0,1001,5.1,5.07,3.18
0.97,Premium,3,SI,61.3,57.0,4101,6.37,6.32,3.89
1.01,Premium,3,SI,60.8,60.0,5090,6.47,6.39,3.91
0.54,Premium,3,VS,61.1,59.0,1754,5.22,5.26,3.2
1.56,Premium,3,VS,61.9,58.0,13299,7.44,7.4,4.59
1.01,Premium,6,SI,58.1,61.0,5147,6.66,6.59,3.85
1.07,Premium,5,SI,59.7,58.0,4943,6.66,6.68,3.98
0.39,Premium,5,VS,62.5,60.0,889,4.64,4.67,2.91
2.06,Premium,1,SI,62.7,60.0,13198,8.11,8.06,5.07
2.11,Premium,2,SI,61.0,58.0,13233,8.31,8.27,5.06
0.36,Premium,5,VS,61.3,60.0,1013,4.59,4.55,2.8
1.0,Premium,0,SI,62.7,57.0,3416,6.4,6.33,3.99
0.58,Premium,4,VS,61.1,59.0,2668,5.39,5.35,3.28
1.5,Premium,4,VS,61.6,58.0,14199,7.37,7.31,4.52
1.02,Premium,2,SI,58.3,59.0,4819,6.68,6.59,3.87
0.51,Premium,0,SI,61.7,56.0,956,5.17,5.14,3.18
1.91,Premium,1,SI,60.9,53.0,13367,8.11,8.07,4.93
0.91,Premium,3,SI,61.8,60.0,4045,6.18,6.21,3.83
0.9,Premium,2,VS,62.3,58.0,3919,6.18,6.09,3.82
2.04,Premium,1,SI,60.3,60.0,14660,8.26,8.19,4.96
0.31,Premium,2,VS,62.2,58.0,628,4.34,4.31,2.69
0.54,Premium,3,VS,61.0,60.0,1637,5.24,5.18,3.18
0.73,Premium,2,SI,61.2,59.0,1699,5.83,5.77,3.55
0.7,Premium,1,SI,62.4,58.0,1890,5.68,5.64,3.53
0.7,Premium,4,SI,61.8,60.0,2213,5.65,5.71,3.51
0.7,Premium,6,VS,60.4,58.0,2956,5.78,5.71,3.47
1.02,Premium,4,SI,63.0,58.0,4678,6.4,6.36,4.02
1.03,Premium,3,VS,62.2,59.0,6628,6.41,6.46,4.0
1.51,Premium,2,VS,62.8,60.0,11268,7.28,7.25,4.56
0.31,Premium,0,VS,62.4,60.0,488,4.33,4.29,2.69
2.01,Premium,1,VS,62.1,59.0,15379,7.98,8.06,4.98
0.52,Premium,4,VS,62.1,59.0,1600,5.12,5.15,3.19
1.01,Premium,4,VVS,60.8,58.0,10341,6.55,6.48,3.96
1.31,Premium,0,SI,59.6,59.0,5876,7.16,7.13,4.26
0.31,Premium,2,VVS,61.9,58.0,802,4.33,4.3,2.67
0.72,Premium,3,VVS,61.6,58.0,2720,5.78,5.81,3.57
1.51,Premium,2,VVS,60.6,60.0,12336,7.42,7.4,4.49
0.8,Premium,1,SI,60.9,60.0,2507,6.01,5.95,3.64
0.8,Premium,5,SI,61.2,60.0,2912,5.97,5.95,3.65
0.4,Premium,6,SI,61.7,58.0,990,4.74,4.7,2.91
0.42,Premium,1,SI,61.5,59.0,709,4.84,4.78,2.96
0.82,Premium,5,SI,61.7,59.0,2861,6.01,5.98,3.7
0.31,Premium,6,SI,61.5,60.0,593,4.34,4.31,2.66
1.24,Premium,3,IF,60.5,58.0,10584,6.94,7.0,4.22
1.5,Premium,5,VS,61.8,59.0,14925,7.38,7.31,4.54
0.41,Premium,5,VS,59.9,58.0,1153,4.88,4.83,2.91
0.81,Premium,4,SI,59.4,60.0,2403,6.11,6.07,3.62
2.01,Premium,2,SI,63.0,59.0,15917,7.93,7.9,4.99
0.81,Premium,6,SI,59.2,57.0,2809,6.15,6.05,3.61
2.01,Premium,6,SI,59.1,60.0,13811,8.31,8.21,4.88
0.72,Premium,6,SI,60.4,59.0,2691,5.77,5.72,3.47
1.52,Premium,2,SI,62.0,60.0,7559,7.36,7.28,4.54
0.33,Premium,5,SI,60.7,57.0,743,4.47,4.43,2.7
1.51,Premium,4,VS,61.9,60.0,12202,7.29,7.25,4.5
0.33,Premium,3,VS,62.4,59.0,854,4.47,4.41,2.77
0.32,Premium,5,VS,60.5,58.0,900,4.48,4.44,2.7
1.51,Premium,2,VS,62.9,59.0,11268,7.31,7.25,4.58
0.37,Premium,4,VS,61.2,58.0,957,4.69,4.63,2.85
1.08,Premium,1,SI,62.7,57.0,3805,6.57,6.53,4.11
0.3,Premium,4,VVS,61.6,58.0,737,4.28,4.35,2.66
2.01,Premium,3,SI,62.3,60.0,15147,8.04,7.97,4.99
1.0,Premium,2,SI,61.0,60.0,3472,6.42,6.36,3.9
1.71,Premium,0,SI,61.9,58.0,7757,7.62,7.56,4.7
0.4,Premium,6,VS,61.7,59.0,1050,4.75,4.72,2.92
0.3,Premium,2,SI,59.3,59.0,540,4.38,4.36,2.59
0.52,Premium,4,VS,58.5,60.0,1651,5.29,5.24,3.08
1.5,Premium,4,VS,62.3,58.0,15153,7.28,7.33,4.55
2.07,Premium,2,SI,61.1,58.0,13844,8.27,8.2,5.03
0.53,Premium,2,SI,59.4,60.0,1132,5.24,5.26,3.12
0.32,Premium,2,VVS,62.5,58.0,936,4.37,4.33,2.72
1.37,Premium,3,SI,59.6,60.0,6495,7.24,7.18,4.3
0.91,Premium,2,SI,60.9,58.0,3414,6.26,6.22,3.8
0.36,Premium,1,IF,59.9,59.0,758,4.58,4.63,2.76
0.8,Premium,0,SI,61.4,57.0,2074,5.99,5.93,3.66
1.5,Premium,6,SI,60.5,59.0,10206,7.37,7.27,4.43
0.32,Premium,2,VS,61.0,60.0,648,4.41,4.35,2.67
1.0,Premium,3,SI,60.0,60.0,3568,6.47,6.42,3.87
0.23,Premium,5,VVS,60.9,60.0,680,3.99,3.96,2.42
0.41,Premium,4,VVS,61.3,59.0,1295,4.73,4.79,2.92
0.52,Premium,4,VS,62.2,58.0,1720,5.17,5.12,3.2
1.74,Premium,2,SI,62.1,59.0,7932,7.69,7.63,4.76
0.41,Premium,3,VS,59.8,61.0,1061,4.82,4.78,2.87
1.11,Premium,4,SI,62.1,58.0,4283,6.63,6.51,4.1
0.71,Premium,1,VS,62.7,59.0,2127,5.66,5.69,3.56
1.32,Premium,2,SI,61.5,61.0,7163,7.05,6.97,4.31
1.0,Premium,4,SI,61.6,61.0,4452,6.36,6.33,3.91
0.31,Premium,2,SI,60.5,60.0,573,4.4,4.33,2.64
0.77,Premium,4,VS,59.5,58.0,3211,5.96,5.94,3.54
0.31,Premium,4,IF,61.9,58.0,977,4.39,4.36,2.71
1.53,Premium,6,SI,60.7,60.0,11078,7.45,7.41,4.51
1.0,Premium,2,SI,62.2,60.0,4469,6.45,6.34,3.98
1.54,Premium,5,VS,60.8,58.0,15323,7.44,7.39,4.51
0.7,Premium,5,SI,62.8,59.0,2475,5.69,5.64,3.56
0.87,Premium,6,SI,58.8,56.0,3742,6.3,6.26,3.69
1.3,Premium,0,SI,61.5,58.0,5176,7.02,6.97,4.3
1.05,Premium,2,SI,62.5,57.0,4558,6.52,6.45,4.05
0.38,Premium,1,VS,61.8,59.0,812,4.64,4.61,2.86
0.36,Premium,5,VVS,61.7,59.0,859,4.52,4.56,2.8
1.03,Premium,2,SI,62.3,59.0,4153,6.46,6.42,4.01
1.06,Premium,1,SI,58.4,62.0,3579,6.7,6.65,3.9
0.4,Premium,5,SI,61.3,59.0,737,4.69,4.74,2.89
1.23,Premium,5,VS,58.9,59.0,9361,7.05,6.98,4.13
0.3,Premium,5,VS,59.2,59.0,844,4.41,4.37,2.6
0.52,Premium,4,I1,63.0,56.0,870,5.18,5.11,3.24
1.0,Premium,2,VS,59.7,58.0,4861,6.57,6.52,3.91
0.4,Premium,6,SI,60.3,62.0,924,4.75,4.7,2.85
0.76,Premium,5,SI,60.0,59.0,2399,5.94,5.9,3.55
1.0,Premium,4,SI,59.4,62.0,4155,6.4,6.37,3.79
0.9,Premium,5,SI,61.6,59.0,3856,6.26,6.18,3.83
2.0,Premium,3,SI,59.0,62.0,14918,6.16,6.15,4.82
0.32,Premium,2,VS,61.6,59.0,524,4.37,4.39,2.7
1.25,Premium,3,VVS,62.0,58.0,7389,6.96,6.87,4.29
2.01,Premium,0,VS,60.2,61.0,12963,8.23,8.16,4.93
1.22,Premium,3,VS,61.8,58.0,8213,6.84,6.91,4.25
1.52,Premium,3,SI,62.3,58.0,10221,7.35,7.31,4.57
2.01,Premium,1,VS,62.7,58.0,16778,7.98,7.94,4.99
0.3,Premium,4,IF,61.6,58.0,1085,4.34,4.3,2.66
1.02,Premium,3,SI,62.5,59.0,4291,6.37,6.42,4.0
0.3,Premium,2,VS,62.6,58.0,608,4.28,4.22,2.66
1.02,Premium,3,VVS,62.2,60.0,7741,6.43,6.39,3.99
1.52,Premium,4,VS,62.3,56.0,14544,7.34,7.29,4.56
0.77,Premium,0,SI,61.8,59.0,1909,5.82,5.86,3.61
0.7,Premium,3,VS,58.2,60.0,2328,5.84,5.78,3.38
0.76,Premium,6,SI,61.6,59.0,2942,5.84,5.82,3.59
0.91,Premium,6,SI,62.2,59.0,4051,6.23,6.19,3.86
2.11,Premium,3,SI,62.2,58.0,13598,8.19,8.23,5.11
0.31,Premium,3,VVS,60.5,58.0,707,4.39,4.43,2.67
1.1,Premium,4,VS,60.9,61.0,7762,6.7,6.64,4.06
1.01,Premium,3,VS,61.7,56.0,6882,6.53,6.46,4.01
1.14,Premium,4,SI,62.8,58.0,4399,6.61,6.56,4.14
3.24,Premium,2,I1,62.1,58.0,12300,9.44,9.4,5.85
1.04,Premium,6,VVS,60.8,58.0,10314,6.53,6.49,3.96
2.35,Premium,1,SI,59.9,58.0,17294,8.68,8.61,5.18
0.9,Premium,4,SI,62.3,58.0,4047,6.18,6.12,3.83
1.7,Premium,6,SI,61.9,59.0,15238,7.64,7.61,4.72
1.01,Premium,4,VVS,61.8,55.0,8688,6.45,6.36,3.96
0.33,Premium,3,VVS,61.7,58.0,752,4.39,4.42,2.72
0.79,Premium,3,VS,62.3,56.0,3053,5.94,5.87,3.68
1.01,Premium,1,SI,61.7,60.0,3818,6.4,6.34,3.93
1.07,Premium,2,VS,60.6,60.0,4374,6.66,6.63,4.03
1.53,Premium,1,SI,62.9,59.0,8911,7.36,7.32,4.62
0.31,Premium,2,SI,61.1,55.0,573,4.39,4.35,2.67
0.67,Premium,3,VS,61.0,57.0,2050,5.68,5.63,3.45
0.73,Premium,1,VS,60.3,58.0,2393,5.87,5.83,3.53
1.0,Premium,2,VS,61.8,61.0,5169,6.4,6.31,3.93
0.36,Premium,4,SI,61.6,60.0,770,4.61,4.54,2.82
1.0,Premium,4,SI,59.8,58.0,3640,6.53,6.48,3.89
0.5,Premium,4,VS,62.4,60.0,1654,5.08,5.05,3.16
0.7,Premium,5,SI,62.9,59.0,2273,5.71,5.64,3.57
0.41,Premium,4,VS,62.4,56.0,1107,4.77,4.75,2.97
1.22,Premium,2,SI,60.6,58.0,5063,6.91,6.86,4.17
1.06,Premium,3,VS,60.1,58.0,6325,6.67,6.64,4.0
1.5,Premium,0,VS,59.6,60.0,7503,7.38,7.31,4.38
1.54,Premium,3,SI,61.0,59.0,12044,7.38,7.43,4.52
1.1,Premium,2,SI,63.0,58.0,4916,6.6,6.55,4.14
0.9,Premium,3,SI,62.0,61.0,3669,6.13,6.07,3.78
0.32,Premium,2,VS,61.7,58.0,561,4.38,4.44,2.72
0.32,Premium,3,IF,59.4,60.0,891,4.45,4.47,2.65
0.3,Premium,2,VS,62.0,58.0,675,4.28,4.24,2.64
0.33,Premium,6,VS,61.2,58.0,1002,4.44,4.41,2.71
0.3,Premium,3,VVS,62.9,58.0,819,4.29,4.26,2.69
0.33,Premium,6,VS,61.1,56.0,1069,4.54,4.5,2.76
1.02,Premium,2,VS,60.4,59.0,5008,6.52,6.55,3.95
1.01,Premium,6,VS,61.6,58.0,8823,6.44,6.42,3.96
1.0,Premium,3,SI,61.9,62.0,5154,6.22,6.18,3.84
1.01,Premium,4,SI,62.8,57.0,4137,6.31,6.24,3.94
2.03,Premium,5,SI,61.5,59.0,18310,8.16,8.24,5.04
0.51,Premium,5,VS,59.3,58.0,1662,5.23,5.2,3.09
1.52,Premium,2,SI,60.1,60.0,10330,7.47,7.45,4.48
0.91,Premium,2,VS,62.3,57.0,3963,6.22,6.13,3.85
0.3,Premium,3,SI,62.7,55.0,452,4.29,4.26,2.68
1.01,Premium,3,VS,61.5,60.0,6108,6.45,6.42,3.96
1.52,Premium,2,SI,61.0,58.0,9527,7.39,7.44,4.52
0.36,Premium,5,VS,62.1,59.0,1013,4.59,4.55,2.84
0.64,Premium,5,VS,61.6,62.0,1926,5.48,5.46,3.37
0.25,Premium,5,VS,60.7,59.0,558,4.13,4.11,2.5
0.4,Premium,3,VVS,61.3,59.0,917,4.74,4.78,2.92
0.32,Premium,5,SI,61.2,58.0,524,4.37,4.42,2.69
1.51,Premium,0,VVS,62.6,59.0,8930,7.33,7.31,4.58
0.32,Premium,1,SI,61.1,59.0,421,4.38,4.42,2.69
1.21,Premium,3,SI,59.5,62.0,5556,6.65,6.57,3.84
1.01,Premium,6,SI,61.5,61.0,5644,6.47,6.37,3.95
0.9,Premium,1,SI,62.1,59.0,3121,6.19,6.15,3.83
1.07,Premium,6,VS,61.3,59.0,7751,6.61,6.53,4.03
0.56,Premium,6,VS,61.1,58.0,1963,5.3,5.34,3.25
1.09,Premium,3,VS,62.5,59.0,6951,6.57,6.54,4.1
0.72,Premium,3,SI,61.6,55.0,2364,5.79,5.76,3.56
0.53,Premium,1,VS,62.3,58.0,1286,5.18,5.26,3.25
1.01,Premium,3,VVS,58.5,59.0,6670,6.66,6.6,3.88
1.35,Premium,3,VS,62.1,59.0,10012,7.06,7.02,4.37
0.32,Premium,3,VS,60.5,58.0,561,4.41,4.42,2.67
0.36,Premium,5,SI,62.6,57.0,648,4.54,4.5,2.83
1.22,Premium,3,SI,61.6,62.0,5226,6.79,6.75,4.17
0.31,Premium,5,VS,60.2,58.0,942,4.43,4.38,2.65
0.33,Premium,3,VVS,62.0,59.0,752,4.41,4.46,2.75
0.92,Premium,2,SI,62.2,58.0,3675,6.19,6.23,3.86
1.7,Premium,4,VS,62.8,58.0,18251,7.61,7.54,4.76
0.58,Premium,5,SI,62.1,58.0,1812,5.35,5.31,3.31
1.4,Premium,2,SI,60.5,60.0,8624,7.22,7.16,4.35
1.01,Premium,2,SI,61.2,58.0,4559,6.43,6.47,3.95
0.9,Premium,4,SI,62.3,57.0,3704,6.18,6.15,3.84
0.43,Premium,4,VS,61.1,57.0,968,4.9,4.86,2.98
0.33,Premium,2,VS,61.5,58.0,579,4.39,4.46,2.72
2.0,Premium,2,SI,62.8,57.0,11975,8.05,8.01,5.04
0.31,Premium,5,VS,61.0,59.0,680,4.35,4.37,2.66
0.3,Premium,4,VVS,61.1,59.0,737,4.29,4.32,2.63
0.79,Premium,1,SI,61.8,60.0,2317,5.96,5.92,3.67
1.21,Premium,4,VS,60.1,58.0,9279,6.89,6.98,4.17
0.31,Premium,0,VS,62.7,58.0,488,4.34,4.3,2.71
2.02,Premium,1,VS,60.5,62.0,14238,8.18,8.15,4.94
0.31,Premium,5,VS,62.7,58.0,680,4.31,4.33,2.71
0.3,Premium,3,VS,61.1,62.0,630,4.33,4.28,2.63
0.72,Premium,3,SI,60.6,61.0,1588,5.83,5.75,3.51
0.9,Premium,2,VS,61.8,56.0,4064,6.18,6.16,3.81
1.1,Premium,1,SI,62.9,59.0,3604,6.6,6.53,4.13
0.53,Premium,3,VS,59.9,60.0,1435,5.28,5.24,3.15
1.52,Premium,4,VS,61.0,58.0,15522,7.42,7.39,4.52
0.52,Premium,6,SI,59.7,60.0,1344,5.26,5.19,3.12
0.4,Premium,5,SI,61.0,59.0,687,4.71,4.74,2.88
1.0,Premium,3,VS,62.0,62.0,6115,6.38,6.33,3.94
0.58,Premium,5,VS,62.2,58.0,2297,5.35,5.3,3.31
0.31,Premium,5,SI,63.0,58.0,651,4.31,4.29,2.71
1.11,Premium,4,SI,60.1,61.0,5483,6.74,6.64,4.06
0.33,Premium,3,VS,61.3,58.0,854,4.46,4.42,2.72
0.73,Premium,6,SI,60.5,58.0,2498,5.85,5.82,3.53
1.51,Premium,4,VS,61.6,58.0,14817,7.35,7.32,4.52
0.33,Premium,1,VVS,61.5,58.0,579,4.43,4.45,2.73
0.82,Premium,2,SI,60.4,58.0,2629,6.11,6.07,3.68
1.2,Premium,0,VS,62.0,59.0,4704,6.77,6.72,4.18
0.56,Premium,5,SI,62.6,59.0,1297,5.24,5.2,3.27
0.5,Premium,5,VS,61.8,59.0,1420,5.07,5.02,3.12
0.41,Premium,2,SI,60.0,61.0,876,4.83,4.77,2.88
1.05,Premium,2,SI,61.3,58.0,5228,6.52,6.47,3.98
0.55,Premium,6,SI,62.7,59.0,1580,5.22,5.25,3.28
0.6,Premium,5,SI,59.4,60.0,1771,5.57,5.51,3.29
0.41,Premium,6,VVS,61.6,58.0,1582,4.78,4.74,2.93
1.04,Premium,6,SI,61.9,58.0,4543,6.54,6.49,4.03
0.91,Premium,5,VS,61.9,59.0,5167,6.23,6.17,3.84
0.3,Premium,5,VS,62.5,58.0,658,4.26,4.31,2.68
0.41,Premium,2,SI,61.7,60.0,683,4.71,4.75,2.92
1.18,Premium,2,SI,61.8,58.0,5696,6.74,6.79,4.18
2.21,Premium,0,SI,62.7,57.0,13642,8.33,8.25,5.2
0.39,Premium,3,VVS,60.7,61.0,1024,4.73,4.7,2.86
0.7,Premium,4,SI,62.0,58.0,1890,5.7,5.64,3.52
0.52,Premium,5,VS,60.6,58.0,1622,5.23,5.2,3.16
0.37,Premium,2,VVS,62.2,59.0,957,4.56,4.54,2.83
0.3,Premium,5,SI,61.7,61.0,540,4.33,4.29,2.66
0.51,Premium,6,SI,62.7,59.0,1574,5.08,5.06,3.18
2.02,Premium,4,SI,61.5,60.0,14790,8.15,8.05,4.98
0.32,Premium,0,SI,62.2,59.0,468,4.41,4.37,2.73
1.21,Premium,3,SI,60.3,58.0,5529,6.96,6.9,4.18
0.36,Premium,4,VS,59.4,56.0,905,4.71,4.69,2.79
1.09,Premium,2,SI,61.7,60.0,4578,6.59,6.57,4.06
0.58,Premium,4,VVS,62.6,56.0,2238,5.37,5.27,3.33
0.9,Premium,5,SI,62.8,58.0,4677,6.13,6.09,3.84
1.59,Premium,4,VS,60.2,60.0,15602,7.62,7.59,4.58
1.59,Premium,0,VS,62.6,59.0,7811,7.43,7.45,4.66
2.01,Premium,2,SI,61.6,58.0,16499,8.12,8.02,4.97
0.53,Premium,4,SI,62.5,57.0,1242,5.17,5.11,3.21
2.13,Premium,2,SI,62.3,57.0,17073,8.24,8.16,5.11
0.33,Premium,5,VS,60.7,58.0,723,4.47,4.49,2.72
0.31,Premium,5,SI,59.2,60.0,544,4.36,4.42,2.6
0.31,Premium,6,SI,62.7,59.0,593,4.35,4.3,2.71
0.43,Premium,4,SI,60.5,59.0,871,4.91,4.88,2.96
0.81,Premium,4,SI,61.0,59.0,3230,6.01,5.99,3.66
1.31,Premium,1,SI,60.5,59.0,5744,7.11,7.04,4.28
0.3,Premium,0,VS,62.6,58.0,506,4.32,4.27,2.69
1.0,Premium,6,SI,59.9,59.0,4928,6.48,6.44,3.87
2.05,Premium,3,SI,58.7,60.0,17988,8.4,8.32,4.91
1.07,Premium,4,SI,60.8,58.0,4491,6.62,6.68,4.04
1.0,Premium,5,SI,61.7,58.0,4620,6.34,6.39,3.93
0.46,Premium,5,VS,62.0,58.0,1294,4.95,4.98,3.08
0.5,Premium,5,VS,62.6,58.0,1559,5.07,5.12,3.19
0.31,Premium,1,SI,61.5,59.0,408,4.35,4.37,2.68
0.43,Premium,4,SI,61.8,57.0,871,4.88,4.83,3.0
1.13,Premium,2,SI,60.1,60.0,5050,6.77,6.73,4.06
1.11,Premium,2,I1,61.0,59.0,3263,6.67,6.61,4.05
1.08,Premium,3,SI,62.9,59.0,4627,6.57,6.53,4.12
1.29,Premium,4,VS,59.3,60.0,10437,7.14,7.1,4.22
0.72,Premium,3,SI,62.7,57.0,1764,5.74,5.7,3.59
2.06,Premium,1,SI,60.1,58.0,14982,8.32,8.26,4.98
1.2,Premium,5,VS,62.0,59.0,8279,6.78,6.71,4.18
1.51,Premium,1,SI,62.7,55.0,7766,7.37,7.28,4.59
1.24,Premium,4,SI,62.7,59.0,4907,6.83,6.77,4.26
0.33,Premium,3,VVS,61.9,59.0,868,4.38,4.41,2.72
1.0,Premium,1,VS,61.6,59.0,4452,6.47,6.39,3.96
1.21,Premium,3,VS,62.2,58.0,7320,6.78,6.88,4.25
