EmployeeId,Education,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,Status
I3-19143,Bachelors,Pune,2,25,Male,No,3,Active
I3-34707,Bachelors,Pune,3,27,Male,No,5,Left
I1-91581,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-83156,Bachelors,Pune,3,26,Male,No,4,Left
I1-79631,Bachelors,Bangalore,3,24,Male,No,2,Left
I1-13421,Bachelors,Bangalore,3,25,Female,No,3,Left
I2-19812,Bachelors,New Delhi,3,25,Male,No,3,Left
I3-62455,PHD,Pune,3,24,Male,No,2,Left
I1-14098,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-12265,Bachelors,Bangalore,3,25,Male,No,3,Left
I1-95609,Bachelors,Bangalore,3,26,Male,No,4,Left
I2-66432,Masters,New Delhi,3,24,Female,No,2,Left
I1-54367,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-33355,Bachelors,Pune,3,24,Male,No,2,Left
I2-16209,Masters,New Delhi,3,24,Male,No,2,Active
I1-56979,Bachelors,Bangalore,1,25,Male,Yes,3,Left
I1-52527,Bachelors,Bangalore,3,28,Male,No,1,Active
I1-91963,Bachelors,Bangalore,3,28,Male,Yes,3,Left
I1-72406,Masters,Bangalore,3,28,Female,Yes,2,Active
I1-32425,Bachelors,Bangalore,3,26,Male,Yes,4,Left
I2-12471,Masters,New Delhi,1,24,Male,Yes,2,Active
I1-36944,Bachelors,Bangalore,3,25,Male,No,3,Left
I2-26686,PHD,New Delhi,2,27,Female,No,5,Left
I2-47906,Masters,New Delhi,3,28,Male,Yes,2,Active
I1-36416,Bachelors,Bangalore,3,28,Male,No,3,Active
I3-42365,Bachelors,Pune,3,27,Male,No,5,Left
I2-42294,Bachelors,New Delhi,3,24,Female,No,2,Active
I3-60636,Bachelors,Pune,2,28,Female,No,1,Active
I3-90570,Bachelors,Pune,2,26,Female,No,4,Active
I2-81438,Bachelors,New Delhi,2,28,Female,No,3,Left
I3-86621,Masters,Pune,3,27,Female,No,5,Active
I3-88059,Masters,Pune,3,25,Female,Yes,3,Active
I2-64884,Masters,New Delhi,2,25,Male,No,3,Active
I2-82235,Masters,New Delhi,2,27,Male,No,5,Active
I1-14075,Bachelors,Bangalore,3,24,Male,No,2,Left
I3-26429,Bachelors,Pune,2,24,Female,No,2,Active
I1-10715,Bachelors,Bangalore,3,26,Female,No,4,Left
I1-26146,Bachelors,Bangalore,3,24,Male,No,2,Active
I3-13626,Masters,Pune,2,24,Male,No,2,Left
I3-17209,Bachelors,Pune,2,25,Female,Yes,3,Active
I2-99874,Bachelors,New Delhi,3,26,Female,Yes,4,Left
I3-33312,Bachelors,Pune,2,24,Male,Yes,2,Active
I3-26336,Bachelors,Pune,3,25,Male,No,3,Left
I2-60498,PHD,New Delhi,2,28,Female,No,1,Left
I3-18835,Bachelors,Pune,3,24,Male,No,2,Left
I1-11917,Bachelors,Bangalore,3,24,Female,No,2,Left
I1-96777,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-66882,Bachelors,Bangalore,3,25,Female,No,3,Left
I2-96726,Masters,New Delhi,3,27,Male,No,5,Left
I1-33966,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-91806,Bachelors,Bangalore,3,28,Female,No,3,Left
I3-65279,Bachelors,Pune,3,25,Male,No,3,Active
I1-16264,Bachelors,Bangalore,3,26,Male,Yes,4,Active
I2-82311,Bachelors,New Delhi,3,25,Male,No,3,Active
I2-32219,Bachelors,New Delhi,2,25,Female,No,3,Active
I1-16916,Bachelors,Bangalore,3,25,Male,Yes,3,Left
I2-59325,Bachelors,New Delhi,3,28,Female,No,2,Left
I2-85783,Bachelors,New Delhi,2,27,Female,No,5,Left
I3-70175,Bachelors,Pune,3,26,Male,No,4,Active
I2-69673,Masters,New Delhi,3,28,Male,No,2,Left
I1-54015,Bachelors,Bangalore,3,27,Male,No,5,Active
I3-34346,Masters,Pune,3,25,Male,No,3,Active
I1-14525,Bachelors,Bangalore,3,28,Male,No,2,Active
I1-62276,Bachelors,Bangalore,3,24,Male,No,2,Left
I1-92243,Bachelors,Bangalore,3,24,Male,Yes,2,Left
I1-70271,Bachelors,Bangalore,3,28,Female,No,1,Left
I1-74071,Bachelors,Bangalore,3,24,Male,No,2,Left
I3-57786,Bachelors,Pune,3,27,Male,No,5,Left
I2-97289,Bachelors,New Delhi,3,24,Female,No,2,Left
I1-19247,Bachelors,Bangalore,3,25,Female,No,3,Left
I3-28224,Bachelors,Pune,3,28,Male,No,3,Left
I3-44775,Bachelors,Pune,3,25,Male,Yes,3,Active
I1-43185,Bachelors,Bangalore,3,27,Male,No,5,Active
I1-33078,Bachelors,Bangalore,3,27,Female,No,5,Left
I3-21946,Masters,Pune,2,24,Female,No,2,Left
I1-70390,Masters,Bangalore,3,24,Female,No,2,Active
I1-11743,Bachelors,Bangalore,3,25,Male,No,3,Left
I2-30133,Masters,New Delhi,3,24,Male,No,2,Left
I1-46441,Bachelors,Bangalore,3,25,Male,No,3,Left
I1-20299,Bachelors,Bangalore,3,24,Male,No,2,Left
I2-78799,Bachelors,New Delhi,2,28,Male,No,3,Left
I1-50432,Bachelors,Bangalore,3,28,Male,No,2,Left
I2-28453,PHD,New Delhi,3,24,Male,No,2,Left
I2-23700,Masters,New Delhi,2,26,Female,No,4,Left
I2-80395,Masters,New Delhi,3,25,Male,No,3,Active
I1-25779,Bachelors,Bangalore,3,28,Male,No,3,Active
I1-47717,Bachelors,Bangalore,3,25,Male,No,3,Active
I2-91043,Bachelors,New Delhi,3,28,Female,No,3,Active
I2-53861,Masters,New Delhi,2,25,Male,Yes,3,Active
I2-10459,Masters,New Delhi,3,28,Male,No,2,Left
I1-85470,Bachelors,Bangalore,3,26,Male,Yes,4,Left
I2-44034,Masters,New Delhi,2,25,Female,No,3,Active
I2-93257,Masters,New Delhi,3,25,Female,No,3,Left
I1-77826,Bachelors,Bangalore,3,25,Male,No,3,Left
I1-66053,Bachelors,Bangalore,3,24,Male,No,2,Active
I2-76815,Masters,New Delhi,2,26,Male,Yes,4,Active
I1-29128,Bachelors,Bangalore,3,24,Male,No,2,Left
I1-17778,Bachelors,Bangalore,3,28,Male,No,2,Left
I3-93084,Masters,Pune,3,28,Female,Yes,2,Left
I3-17419,Bachelors,Pune,2,27,Female,Yes,5,Active
I3-89799,Masters,Pune,2,27,Female,No,5,Left
I2-17907,Bachelors,New Delhi,2,27,Male,No,5,Left
I1-94713,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-37650,Masters,Pune,1,27,Female,No,5,Left
I1-80199,Bachelors,Bangalore,1,28,Male,No,3,Active
I3-11917,Bachelors,Pune,2,26,Female,No,4,Active
I1-38038,Bachelors,Bangalore,3,27,Male,No,5,Left
I2-29219,Masters,New Delhi,2,25,Male,No,3,Left
I1-50081,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-64907,Bachelors,Bangalore,3,24,Male,No,2,Left
I2-29780,Bachelors,New Delhi,3,26,Male,No,4,Left
I1-13528,Bachelors,Bangalore,3,28,Female,No,1,Active
I1-59036,Bachelors,Bangalore,3,25,Male,No,3,Left
I3-77659,Bachelors,Pune,2,28,Female,No,3,Active
I1-97733,Bachelors,Bangalore,3,24,Female,No,2,Left
I1-25147,Bachelors,Bangalore,3,27,Female,No,5,Active
I1-72628,Bachelors,Bangalore,3,25,Male,No,3,Left
I3-49261,Masters,Pune,3,25,Male,No,3,Active
I3-70838,Bachelors,Pune,3,26,Male,No,4,Left
I3-70777,Bachelors,Pune,3,26,Male,No,4,Left
I2-33008,PHD,New Delhi,3,27,Male,No,5,Left
I1-92039,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-28447,Bachelors,Bangalore,3,26,Male,No,4,Left
I2-13641,Bachelors,New Delhi,3,28,Female,No,2,Left
I3-62795,Bachelors,Pune,3,25,Female,No,3,Left
I1-89860,Bachelors,Bangalore,3,28,Male,Yes,3,Left
I1-30186,Bachelors,Bangalore,3,25,Male,No,3,Left
I1-69168,Bachelors,Bangalore,3,27,Male,No,5,Active
I1-96028,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-33468,Bachelors,Pune,2,25,Female,No,3,Active
I3-54393,Bachelors,Pune,2,26,Female,No,4,Active
I3-76409,Bachelors,Pune,3,28,Male,No,3,Left
I3-97692,Masters,Pune,2,26,Male,No,4,Active
I2-71515,Masters,New Delhi,3,28,Female,Yes,2,Left
I2-30285,Bachelors,New Delhi,2,25,Male,No,3,Active
I1-15654,Bachelors,Bangalore,3,25,Female,No,3,Left
I2-74195,Masters,New Delhi,2,26,Female,No,4,Left
I1-87391,Bachelors,Bangalore,3,25,Male,No,3,Left
I1-61035,Bachelors,Bangalore,3,25,Male,No,3,Active
I1-31817,PHD,Bangalore,3,26,Male,No,4,Active
I3-71559,Bachelors,Pune,3,26,Male,No,4,Left
I1-45925,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-37750,Bachelors,Bangalore,3,25,Male,No,3,Left
I3-74832,Masters,Pune,2,26,Female,No,4,Left
I2-78137,Masters,New Delhi,3,27,Male,No,5,Active
I1-56325,PHD,Bangalore,3,28,Male,No,1,Left
I1-95671,Bachelors,Bangalore,3,27,Male,No,5,Left
I3-83763,Bachelors,Pune,3,26,Male,No,4,Active
I1-82934,Bachelors,Bangalore,1,27,Male,No,5,Left
I3-59759,Bachelors,Pune,3,24,Male,No,2,Left
I1-29562,Bachelors,Bangalore,3,25,Male,No,3,Left
I1-94097,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-51494,Bachelors,Bangalore,3,28,Male,No,2,Left
I2-51597,Bachelors,New Delhi,2,27,Male,No,5,Left
I1-27026,Bachelors,Bangalore,3,25,Male,No,3,Left
I1-17237,Bachelors,Bangalore,3,28,Male,No,1,Left
I1-69985,Bachelors,Bangalore,3,28,Female,No,3,Active
I1-16987,Bachelors,Bangalore,3,27,Male,Yes,5,Left
I3-98307,Masters,Pune,2,28,Female,No,3,Left
I2-53846,Masters,New Delhi,3,24,Female,No,2,Active
I2-79188,Bachelors,New Delhi,3,24,Male,No,2,Left
I3-78406,Bachelors,Pune,2,24,Female,No,2,Active
I3-16345,Masters,Pune,3,28,Male,No,2,Active
I3-59823,Bachelors,Pune,3,27,Female,No,5,Active
I3-89943,Bachelors,Pune,3,26,Male,No,4,Left
I1-20656,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-14708,Bachelors,Pune,1,26,Female,No,4,Active
I3-26725,Bachelors,Pune,3,28,Male,No,3,Left
I1-14353,Bachelors,Bangalore,3,26,Male,No,4,Left
I2-11285,Bachelors,New Delhi,2,26,Male,No,4,Left
I2-57984,Masters,New Delhi,2,26,Female,No,4,Left
I1-67051,Bachelors,Bangalore,3,26,Male,No,4,Active
I1-39026,Bachelors,Bangalore,3,26,Male,Yes,4,Left
I1-96415,Bachelors,Bangalore,3,28,Male,No,3,Active
I2-72594,Bachelors,New Delhi,3,28,Female,No,3,Left
I3-84205,Bachelors,Pune,3,25,Female,No,3,Active
I3-96764,Bachelors,Pune,3,28,Male,No,3,Left
I1-21874,Masters,Bangalore,3,27,Male,No,5,Active
I1-23490,Bachelors,Bangalore,3,25,Male,No,3,Left
I3-18890,Bachelors,Pune,3,27,Male,No,5,Left
I3-58009,Bachelors,Pune,3,28,Male,No,3,Left
I3-69768,Masters,Pune,3,26,Male,No,4,Active
I1-66065,Bachelors,Bangalore,3,25,Male,Yes,3,Left
I3-50806,Bachelors,Pune,2,28,Female,No,2,Active
I1-33283,PHD,Bangalore,1,26,Male,No,4,Left
I3-26599,Masters,Pune,3,27,Male,No,5,Active
I1-92604,Bachelors,Bangalore,1,28,Male,No,2,Left
I1-62388,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-81220,Bachelors,Bangalore,3,25,Male,No,3,Left
I2-80830,Masters,New Delhi,2,24,Female,Yes,2,Active
I1-35235,Bachelors,Bangalore,1,25,Female,Yes,3,Left
I1-99238,Bachelors,Bangalore,3,27,Male,No,5,Active
I1-41651,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-30476,Bachelors,Bangalore,3,26,Male,No,4,Active
I3-60089,Bachelors,Pune,2,24,Female,No,2,Active
I1-38597,Bachelors,Bangalore,3,27,Male,No,5,Active
I1-77582,Bachelors,Bangalore,3,27,Female,No,5,Left
I2-88411,Masters,New Delhi,3,25,Female,No,3,Active
I2-74151,Masters,New Delhi,3,26,Male,No,4,Active
I1-99929,Bachelors,Bangalore,3,24,Female,No,2,Active
I2-96958,Bachelors,New Delhi,2,28,Male,No,3,Left
I1-60581,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-34996,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-18902,Bachelors,Bangalore,3,25,Male,No,3,Left
I3-80146,Bachelors,Pune,3,25,Male,No,3,Left
I3-30304,Bachelors,Pune,3,25,Female,No,3,Active
I1-89452,Bachelors,Bangalore,3,28,Female,No,3,Left
I3-87547,Bachelors,Pune,3,24,Male,No,2,Left
I1-80534,Bachelors,Bangalore,3,26,Female,No,4,Left
I1-27064,Bachelors,Bangalore,1,25,Male,Yes,3,Left
I3-19364,Masters,Pune,2,28,Female,No,1,Left
I3-96088,Bachelors,Pune,2,25,Female,No,3,Active
I1-61908,Bachelors,Bangalore,3,25,Male,No,3,Left
I1-69729,Bachelors,Bangalore,3,28,Female,No,3,Left
I1-21630,Bachelors,Bangalore,3,28,Female,No,2,Left
I2-37427,Masters,New Delhi,2,28,Male,No,2,Left
I2-11543,Bachelors,New Delhi,2,24,Female,No,2,Left
I2-69527,PHD,New Delhi,2,25,Male,No,3,Active
I1-33440,Bachelors,Bangalore,3,24,Male,No,2,Left
I1-97043,Bachelors,Bangalore,3,26,Female,No,4,Left
I1-32387,Bachelors,Bangalore,1,25,Male,No,3,Left
I1-58100,Bachelors,Bangalore,3,26,Female,No,4,Left
I2-60372,PHD,New Delhi,3,28,Male,No,2,Active
I2-92820,Masters,New Delhi,3,27,Female,No,5,Active
I2-37236,Bachelors,New Delhi,3,27,Female,No,5,Left
I2-42491,Masters,New Delhi,2,25,Male,No,3,Active
I1-53773,Bachelors,Bangalore,3,26,Male,No,4,Left
I2-49202,Bachelors,New Delhi,3,27,Female,Yes,5,Left
I3-87210,Bachelors,Pune,2,25,Female,No,3,Active
I3-43955,Bachelors,Pune,3,28,Female,No,1,Active
I1-30309,Bachelors,Bangalore,3,25,Female,No,3,Active
I3-17805,Bachelors,Pune,3,28,Male,No,1,Active
I1-73515,Bachelors,Bangalore,1,26,Female,No,4,Left
I1-64620,Bachelors,Bangalore,3,24,Male,No,2,Active
I2-56604,Bachelors,New Delhi,3,26,Female,No,4,Left
I3-54787,Bachelors,Pune,3,25,Male,No,3,Left
I2-10643,Masters,New Delhi,2,24,Male,No,2,Active
I3-52673,Bachelors,Pune,3,26,Male,No,4,Active
I2-98368,Bachelors,New Delhi,3,28,Female,No,2,Left
I3-48461,Bachelors,Pune,3,26,Male,No,4,Left
I2-75734,Masters,New Delhi,3,24,Male,No,2,Left
I1-87122,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-16296,Bachelors,Pune,2,26,Female,No,4,Active
I3-63283,Bachelors,Pune,3,25,Male,No,3,Left
I3-47198,Bachelors,Pune,3,27,Male,No,5,Left
I1-70199,Bachelors,Bangalore,3,27,Male,No,5,Active
I1-32336,Bachelors,Bangalore,3,25,Female,No,3,Active
I3-25139,Bachelors,Pune,3,26,Male,No,4,Left
I3-64793,Bachelors,Pune,2,27,Female,No,5,Active
I1-66309,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-22150,Masters,Pune,2,26,Female,No,4,Left
I2-25816,Bachelors,New Delhi,3,27,Female,Yes,5,Left
I3-70575,Masters,Pune,1,24,Male,No,2,Left
I2-31177,Masters,New Delhi,2,26,Female,No,4,Left
I1-19625,Bachelors,Bangalore,3,27,Male,Yes,5,Left
I1-59640,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-79637,Masters,Pune,2,24,Male,No,2,Active
I1-20499,Bachelors,Bangalore,3,26,Female,No,4,Left
I1-10925,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-78189,Bachelors,Bangalore,3,28,Male,Yes,1,Active
I2-82186,Masters,New Delhi,2,24,Male,No,2,Left
I3-44065,Bachelors,Pune,2,25,Female,No,3,Active
I1-84801,Masters,Bangalore,3,27,Male,No,5,Active
I1-73310,Bachelors,Bangalore,3,27,Male,No,5,Left
I2-21139,Bachelors,New Delhi,2,28,Female,Yes,2,Active
I3-65246,Bachelors,Pune,2,24,Female,No,2,Active
I3-25192,Bachelors,Pune,2,27,Female,No,5,Active
I1-63342,Bachelors,Bangalore,3,27,Female,No,5,Left
I1-72489,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-38933,Bachelors,Pune,2,27,Male,No,5,Left
I1-61616,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-13039,Bachelors,Bangalore,3,27,Male,Yes,5,Active
I1-68176,Bachelors,Bangalore,3,24,Male,No,2,Left
I1-70132,Bachelors,Bangalore,3,24,Male,No,2,Left
I2-92956,Bachelors,New Delhi,2,24,Female,No,2,Active
I1-84467,Bachelors,Bangalore,3,26,Female,No,4,Left
I3-74632,Bachelors,Pune,2,28,Female,Yes,2,Active
I1-64999,Bachelors,Bangalore,3,26,Male,No,4,Active
I1-49157,Bachelors,Bangalore,3,24,Female,No,2,Left
I3-83649,Masters,Pune,3,24,Male,No,2,Active
I3-96101,Masters,Pune,3,24,Male,No,2,Left
I1-30342,Bachelors,Bangalore,3,28,Male,Yes,1,Active
I1-69082,Bachelors,Bangalore,1,28,Female,No,1,Left
I1-31834,PHD,Bangalore,3,24,Female,No,2,Active
I1-39725,Bachelors,Bangalore,3,26,Male,Yes,4,Left
I1-71910,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-75475,Bachelors,Bangalore,3,25,Male,No,3,Active
I2-85033,Masters,New Delhi,3,24,Male,No,2,Active
I2-71309,Bachelors,New Delhi,1,25,Female,No,3,Left
I1-62892,Bachelors,Bangalore,3,28,Male,No,3,Left
I1-49574,Bachelors,Bangalore,3,28,Male,No,1,Active
I1-82242,Bachelors,Bangalore,3,24,Male,No,2,Left
I2-68742,Masters,New Delhi,3,24,Male,No,2,Active
I2-88387,PHD,New Delhi,3,24,Male,No,2,Left
I1-13040,Bachelors,Bangalore,3,25,Female,No,3,Left
I2-75639,Masters,New Delhi,3,27,Male,No,5,Left
I1-81361,Bachelors,Bangalore,3,27,Female,No,5,Left
I3-58180,Bachelors,Pune,3,25,Male,No,3,Active
I1-92688,Bachelors,Bangalore,3,28,Male,No,3,Left
I1-70814,Bachelors,Bangalore,3,25,Female,No,3,Left
I1-49771,Bachelors,Bangalore,3,24,Female,No,2,Left
I3-34082,Bachelors,Pune,3,27,Male,No,5,Left
I1-40723,Bachelors,Bangalore,3,26,Female,No,4,Left
I3-39235,Bachelors,Pune,2,26,Male,No,4,Left
I1-58987,Masters,Bangalore,3,28,Female,No,3,Active
I1-89063,Bachelors,Bangalore,3,25,Male,No,3,Active
I1-31051,Bachelors,Bangalore,3,28,Female,No,2,Left
I3-79606,Bachelors,Pune,2,26,Female,No,4,Active
I1-13552,Bachelors,Bangalore,3,27,Female,No,5,Left
I2-80987,Masters,New Delhi,3,28,Male,No,1,Left
I3-84028,Bachelors,Pune,2,28,Female,No,1,Active
I3-14246,Masters,Pune,3,24,Male,No,2,Active
I3-17652,Bachelors,Pune,2,25,Female,No,3,Active
I1-31557,Bachelors,Bangalore,3,24,Male,No,2,Left
I1-65056,Bachelors,Bangalore,3,28,Male,No,3,Left
I2-50311,Bachelors,New Delhi,3,25,Female,Yes,3,Left
I2-31583,Masters,New Delhi,3,26,Male,No,4,Active
I2-35653,Masters,New Delhi,3,28,Female,No,3,Left
I2-13724,Bachelors,New Delhi,1,24,Female,No,2,Active
I1-32026,Bachelors,Bangalore,3,24,Male,No,2,Left
I1-71205,Bachelors,Bangalore,3,26,Male,No,4,Active
I1-51180,Bachelors,Bangalore,3,26,Male,No,4,Left
I2-15625,Bachelors,New Delhi,3,25,Female,No,3,Active
I2-76077,Bachelors,New Delhi,3,28,Male,No,2,Left
I3-42172,Bachelors,Pune,1,25,Female,No,3,Active
I2-14667,Masters,New Delhi,3,25,Male,Yes,3,Active
I1-12265,Bachelors,Bangalore,3,24,Female,No,2,Left
I2-28565,Masters,New Delhi,3,25,Female,No,3,Active
I1-99046,Bachelors,Bangalore,1,28,Female,No,2,Left
I1-74137,Masters,Bangalore,3,27,Female,No,5,Active
I1-69516,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-56137,Bachelors,Bangalore,3,25,Male,No,3,Left
I3-12903,Bachelors,Pune,2,26,Female,Yes,4,Active
I2-65112,Bachelors,New Delhi,3,25,Male,No,3,Left
I1-92736,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-99157,Bachelors,Pune,2,27,Male,Yes,5,Left
I3-56714,Bachelors,Pune,2,25,Female,No,3,Active
I1-43931,Bachelors,Bangalore,3,25,Male,Yes,3,Left
I1-12256,Bachelors,Bangalore,3,25,Male,No,3,Active
I3-30263,Bachelors,Pune,3,28,Male,No,1,Left
I1-43530,Bachelors,Bangalore,3,24,Male,No,2,Active
I3-15488,Masters,Pune,3,28,Female,No,3,Left
I1-28464,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-95696,Masters,Pune,2,26,Male,No,4,Active
I2-99889,Bachelors,New Delhi,2,27,Female,No,5,Left
I3-97096,Bachelors,Pune,2,26,Female,No,4,Active
I1-41357,Bachelors,Bangalore,3,24,Male,No,2,Left
I2-24986,Bachelors,New Delhi,3,28,Female,Yes,3,Left
I3-77533,Masters,Pune,2,24,Female,No,2,Left
I1-72046,Bachelors,Bangalore,3,25,Male,No,3,Left
I2-48856,Masters,New Delhi,2,25,Male,No,3,Active
I1-55944,Bachelors,Bangalore,3,26,Male,No,4,Left
I1-51973,Bachelors,Bangalore,3,24,Male,No,2,Left
I3-82361,Bachelors,Pune,2,25,Male,No,3,Active
I1-65892,Bachelors,Bangalore,3,24,Male,No,2,Left
I1-53111,Bachelors,Bangalore,3,27,Female,No,5,Active
I2-88298,Bachelors,New Delhi,3,27,Female,No,5,Left
I3-48622,Bachelors,Pune,3,27,Male,No,5,Left
I3-66295,Bachelors,Pune,2,24,Female,Yes,2,Active
I1-17399,Bachelors,Bangalore,3,24,Female,Yes,2,Left
I2-24074,PHD,New Delhi,3,28,Female,No,1,Left
I1-73207,Bachelors,Bangalore,3,27,Male,No,5,Left
I2-97241,Masters,New Delhi,2,28,Female,No,2,Left
I2-57147,Bachelors,New Delhi,2,25,Female,No,3,Left
I3-73694,Bachelors,Pune,2,25,Female,No,3,Active
I2-67310,Bachelors,New Delhi,3,28,Female,Yes,3,Left
I3-71730,Bachelors,Pune,2,27,Female,No,5,Active
I3-56801,Masters,Pune,2,25,Male,No,3,Active
I1-19156,Masters,Bangalore,2,25,Female,Yes,3,Active
I1-30672,Bachelors,Bangalore,3,24,Female,No,2,Active
I1-86143,Bachelors,Bangalore,3,26,Female,No,4,Left
I1-35034,Bachelors,Bangalore,3,24,Male,Yes,2,Active
I2-81980,Bachelors,New Delhi,3,28,Male,No,1,Left
I2-52169,Masters,New Delhi,2,24,Male,No,2,Active
I1-47820,Bachelors,Bangalore,3,25,Male,No,3,Left
I1-36096,Bachelors,Bangalore,3,25,Male,No,3,Left
I1-10656,Bachelors,Bangalore,3,24,Male,No,2,Active
I2-86760,Masters,New Delhi,3,25,Female,No,3,Active
I1-66314,Bachelors,Bangalore,3,27,Female,No,5,Left
I2-15530,Bachelors,New Delhi,3,27,Female,No,5,Left
I1-32461,Bachelors,Bangalore,3,28,Male,No,2,Active
I1-31167,Bachelors,Bangalore,3,28,Male,Yes,3,Active
I3-73322,Bachelors,Pune,3,28,Female,No,2,Left
I1-57233,Bachelors,Bangalore,3,24,Female,No,2,Active
I2-61604,PHD,New Delhi,3,24,Female,No,2,Left
I2-25738,Masters,New Delhi,2,27,Female,No,5,Active
I2-60975,Masters,New Delhi,2,27,Female,No,5,Active
I1-42517,Bachelors,Bangalore,3,26,Female,No,4,Left
I2-36558,Masters,New Delhi,3,28,Female,No,1,Active
I1-85299,Bachelors,Bangalore,3,27,Male,No,5,Left
I2-20153,Bachelors,New Delhi,3,25,Female,No,3,Left
I1-74410,Bachelors,Bangalore,3,26,Female,No,4,Active
I3-17022,Bachelors,Pune,3,24,Male,No,2,Left
I1-82056,Bachelors,Bangalore,3,26,Female,No,4,Left
I3-43641,Masters,Pune,2,25,Female,No,3,Active
I2-74029,Bachelors,New Delhi,3,24,Male,No,2,Left
I2-20872,Masters,New Delhi,2,27,Female,No,5,Left
I3-96277,Masters,Pune,2,26,Male,No,4,Left
I3-90378,Bachelors,Pune,3,27,Male,No,5,Left
I1-21317,Bachelors,Bangalore,3,25,Male,No,3,Active
I1-42105,Bachelors,Bangalore,3,25,Female,No,3,Left
I3-94843,Bachelors,Pune,2,27,Female,No,5,Active
I3-32869,Bachelors,Pune,3,26,Male,No,4,Left
I3-32245,Bachelors,Pune,2,24,Male,No,2,Active
I2-68887,Masters,New Delhi,2,26,Male,No,4,Active
I3-63051,Bachelors,Pune,2,25,Male,Yes,3,Active
I2-83398,Masters,New Delhi,2,25,Female,No,3,Active
I3-35004,Bachelors,Pune,3,26,Female,Yes,4,Left
I3-99920,Bachelors,Pune,3,28,Male,No,2,Left
I2-65476,Bachelors,New Delhi,3,27,Female,No,5,Left
I2-40063,Bachelors,New Delhi,2,28,Male,No,1,Left
I2-67003,Masters,New Delhi,3,27,Male,No,5,Left
I2-64239,Bachelors,New Delhi,3,28,Female,No,1,Left
I1-34908,Bachelors,Bangalore,3,27,Male,No,5,Active
I1-40312,Bachelors,Bangalore,3,24,Male,No,2,Active
I1-57251,Bachelors,Bangalore,3,24,Male,No,2,Active
I3-73075,Bachelors,Pune,3,26,Male,No,4,Left
I1-27101,Bachelors,Bangalore,3,28,Female,No,2,Left
I3-36001,Masters,Pune,2,26,Male,No,4,Left
I2-84812,Masters,New Delhi,2,25,Male,No,3,Active
I2-96156,Bachelors,New Delhi,3,27,Female,No,5,Left
I1-16872,Bachelors,Bangalore,3,26,Male,No,4,Left
I3-99721,Bachelors,Pune,3,25,Male,No,3,Left
I2-78542,Bachelors,New Delhi,3,26,Female,Yes,4,Left
I1-34425,Masters,Bangalore,3,27,Male,No,5,Active
I2-34800,Masters,New Delhi,2,26,Male,No,4,Left
I2-20295,Masters,New Delhi,3,26,Male,No,4,Active
I3-61582,Bachelors,Pune,2,26,Female,No,4,Active
I2-93669,Masters,New Delhi,3,25,Male,No,3,Left
I1-99592,Bachelors,Bangalore,3,28,Male,Yes,2,Left
I3-80873,Masters,Pune,3,27,Male,No,5,Active
I1-10394,Bachelors,Bangalore,2,27,Male,No,5,Left
I1-89212,Bachelors,Bangalore,3,24,Male,No,2,Left
I1-75858,Bachelors,Bangalore,3,27,Male,No,5,Left
I1-39823,Bachelors,Bangalore,3,26,Male,No,4,Active
I1-84485,Bachelors,Bangalore,3,24,Female,No,2,Left
I1-52941,Bachelors,Bangalore,3,28,Male,No,1,Left
I1-51312,Bachelors,Bangalore,3,26,Male,No,4,Active
I1-74294,Bachelors,Bangalore,3,28,Female,No,3,Active
I2-86329,Bachelors,New Delhi,3,24,Female,No,2,Left
I1-92079,Bachelors,Bangalore,1,27,Male,No,5,Left
I2-32998,Bachelors,New Delhi,3,24,Female,No,2,Left
I1-71531,Bachelors,Bangalore,3,27,Male,No,5,Left
I3-41802,Bachelors,Pune,3,28,Male,No,3,Left
I1-59214,Bachelors,Bangalore,3,25,Male,No,3,Left
I1-62386,Bachelors,Bangalore,3,25,Female,No,3,Left
